0.00055	87
0.0006	105
0.00052	110
0.000515	120
0.000535	121
0.000475	134
0.0004	139
0.000525	141
0.00055	148
0.00046	154
0.000535	159
0.00045	163
0.00052	168
0.00044	176
0.0005	187
0.00051	208
0.000475	215.5
0.00049	223
0.000515	232
0.0005	241
0.00059	252
0.00049	260
0.0005	277
0.00049	299
0.00044	307
0.000525	314
0.000475	317
0.00052	320
0.000485	323
0.0004	335
0.00047	338
0.000455	342
0.00057	348
0.00046	367
0.00054	373
0.00047	383
0.000475	405
0.0005	428
0.00047	433
0.00041	455
0.00048	460
0.00032	479
0.00019	488
0.00045	497
0.00048	507
0.00039	517
0.00047	520
0.000375	524
0.00046	527
0.00044	547
0.00042	556
0.00045	590
0.00035	600
0.000455	607
0.000415	627
0.00045	632
0.00037	662
0.000425	672
0.00035	701
0.00043	705
0.00035	709
0.0005	712
0.0004	715
0.00023	720
0.00044	724
0.0004	749
0.00035	760
0.0004	766
0.00025	772
0.00044	774
0.00045	778
0.00043	783
0.00041	799
0.000435	810
0.000405	817
0.00043	826
0.00037	829
0.000415	843
0.00043	851
0.000375	858
0.00052	864
0.00043	870
0.00038	879
0.000505	886
0.000475	891
0.00052	893
0.000325	917
0.00036	926
0.0005	937
0.00035	941
0.00037	950
0.000385	962
0.00037	967
0.00032	973
0.00035	975
0.000375	984
0.000405	987
0.000375	1000
0.000415	1002
0.00043	1009
0.00045	1012
0.00035	1016
0.000415	1022
0.000375	1027
0.000325	1034
0.0004	1040
0.00041	1043
0.00033	1060
0.00039	1065
0.00051	1079
0.00032	1093
0.00038	1096
0.000415	1103
0.00035	1128
0.0004	1133
0.00041	1158
0.00039	1163
0.00051	1175
0.00039	1180
0.00038	1190
0.00037	1201
0.0005	1208
0.00039	1216
0.00035	1234
0.000385	1237
0.000505	1247
0.00039	1259
0.000475	1287
0.00038	1291
0.00049	1302
0.00045	1315
0.000375	1322
0.00039	1346
0.000375	1350
0.000365	1360
0.000315	1377
0.000365	1379
0.00032	1381
0.00036	1384
0.00029	1386
0.000365	1389
0.00031	1393
0.00035	1401
0.000475	1462
0.00041	1466
0.0004	1472
0.000375	1482
0.000475	1505
0.00039	1511
0.0003	1561
0.00048	1572
0.000315	1575
0.000425	1577
0.0005	1580
0.00035	1587
0.00032	1595
0.0003	1600
0.00033	1605
0.00035	1613
0.000295	1617
0.00032	1626
0.0003	1635
0.00033	1650
0.00031	1660
0.00025	1811
0.000315	1815
0.00029	1834
0.000305	1848
0.00026	1859
0.0003	1865
0.00028	1875
0.00025	1911
0.0003	1915
0.000295	1918
0.000275	1924
0.000295	1951
0.000265	1975
0.000285	1997
0.00025	2009
0.000275	2012
0.000305	2017
0.000295	2024
0.000225	2031
0.000275	2037
0.00024	2050
0.000305	2056
0.000275	2065
0.0002	2076
0.000325	2097
0.000345	2101
0.000265	2115
0.0003	2123
0.00025	2140
0.000325	2146
0.000275	2168
0.00043	2173
0.00033	2177
0.00025	2181
0.00045	2188
0.00023	2191
